/leagueId,/queueType,/tier,/rank,/summonerId,/summonerName,/leaguePoints,/wins,/losses,/veteran,/inactive,/freshBlood,/hotStreak,/miniSeries/target,/miniSeries/wins,/miniSeries/losses,/miniSeries/progress,/AccountIDs
"599820a7-95ad-4500-8558-9f686f4ce619","RANKED_SOLO_5x5","DIAMOND","II","ng39kiYOrdkan03izUKBNZ-2ueEe6QhgCbP2wiiSCnYw10bo","Starduster",78.0,120.0,109.0,false,false,false,false,,,,,RzaYkjvHGBq32V4Q8H0l8fXZUMMfTAXLLso9uhg6hKbw1Is
"2b35df93-c634-4d0b-a2de-b4714f7a695d","RANKED_SOLO_5x5","DIAMOND","II","JhC0NcVGfz48UjntZsqaNAfpU32_J8PfLrbQL944ok_af6H5","Victorioo",0.0,37.0,33.0,false,false,false,false,,,,,C3vDvvykk0jQvZTUAToLE0x7GQdbfAxdsaomp6A3vCz6VOc
