matchID,bannedChampion
4506975346,30
4506975346,122
4506975346,432
4506975346,235
4506975346,107
4506975346,245
4506975346,25
4506975346,421
4506975346,350
4506975346,89
4503435524,38
4503435524,154
4503435524,122
4503435524,117
4503435524,58
4503435524,30
4503435524,51
4503435524,245
4503435524,9
4503435524,350
4502974442,235
4502974442,58
4502974442,-1
4502974442,55
4502974442,2
4502974442,62
4502974442,421
4502974442,-1
4502974442,412
4502974442,122
4498266340,236
4498266340,111
4498266340,25
4498266340,35
4498266340,875
4498266340,412
4498266340,-1
4498266340,38
4498266340,122
4498266340,517
4497787499,238
4497787499,240
4497787499,235
4497787499,122
4497787499,2
4497787499,62
4497787499,38
4497787499,-1
4497787499,9
4497787499,517
4495553910,23
4495553910,64
4495553910,55
4495553910,350
4495553910,875
4495553910,122
4495553910,89
4495553910,24
4495553910,39
4495553910,131
4493940105,107
4493940105,412
4493940105,350
4493940105,12
4493940105,114
4493940105,245
4493940105,134
4493940105,38
4493940105,62
4493940105,122
4492598508,134
4492598508,122
4492598508,235
4492598508,111
4492598508,30
4492598508,350
4492598508,81
4492598508,56
4492598508,122
4492598508,62
4490304608,2
4490304608,119
4490304608,157
4490304608,62
4490304608,122
4490304608,134
4490304608,154
4490304608,60
4490304608,62
4490304608,523
4480018922,412
4480018922,60
4480018922,154
4480018922,122
4480018922,350
4480018922,350
4480018922,62
4480018922,106
4480018922,38
4480018922,107
4477699057,350
4477699057,2
4477699057,38
4477699057,89
4477699057,266
4477699057,350
4477699057,55
4477699057,38
4477699057,122
4477699057,69
4475561492,122
4475561492,38
4475561492,35
4475561492,412
4475561492,7
4475561492,114
4475561492,38
4475561492,89
4475561492,-1
4475561492,517
4473192177,122
4473192177,58
4473192177,89
4473192177,107
4473192177,11
4473192177,8
4473192177,111
4473192177,350
4473192177,517
4473192177,35
4471993918,122
4471993918,7
4471993918,38
4471993918,21
4471993918,154
4471993918,69
4471993918,79
4471993918,30
4471993918,122
4471993918,21
4470828078,30
4470828078,122
4470828078,350
4470828078,235
4470828078,25
4470828078,154
4470828078,157
4470828078,-1
4470828078,8
4470828078,55
4468188881,154
4468188881,412
4468188881,84
4468188881,25
4468188881,122
4468188881,111
4468188881,33
4468188881,-1
4468188881,350
4468188881,25
4466310351,240
4466310351,8
4466310351,114
4466310351,64
4466310351,235
4466310351,69
4466310351,122
4466310351,523
4466310351,142
4466310351,235
4465109968,8
4465109968,84
4465109968,246
4465109968,38
4465109968,523
4465109968,122
4465109968,238
4465109968,412
4465109968,121
4465109968,62
4462256215,421
4462256215,350
4462256215,25
4462256215,38
4462256215,114
4462256215,30
4462256215,21
4462256215,69
4462256215,235
4462256215,122
4460803039,38
4460803039,122
4460803039,516
4460803039,421
4460803039,81
4460803039,122
4460803039,246
4460803039,131
