matchID,bannedChampion
4405294378,-1
4405294378,114
4405294378,875
4405294378,7
4405294378,2
4405294378,131
4405294378,246
4405294378,523
4405294378,24
4405294378,69
4405185193,38
4405185193,21
4405185193,238
4405185193,60
4405185193,555
4405185193,122
4405185193,69
4405185193,421
4405185193,8
4405185193,235
4480245088,412
4480245088,245
4480245088,121
4480245088,875
4480245088,25
4480245088,111
4480245088,245
4480245088,38
4480245088,875
4480245088,154
4433022947,875
4433022947,235
4433022947,21
4433022947,516
4433022947,35
4433022947,38
4433022947,64
4433022947,24
4433022947,35
4433022947,523
4432328101,105
4432328101,235
4432328101,30
4432328101,114
4432328101,21
4432328101,131
4432328101,246
4432328101,64
4432328101,523
4432328101,245
4432247576,23
4432247576,64
4432247576,412
4432247576,38
4432247576,516
4432247576,38
4432247576,53
4432247576,523
4432247576,25
4432247576,516
4427929792,245
4427929792,235
4427929792,523
4427929792,516
4427929792,107
4427929792,69
4427929792,11
4427929792,131
4427929792,7
4427929792,30
4426567335,89
4426567335,875
4426567335,25
4426567335,2
4426567335,157
4426567335,38
4426567335,523
4426567335,516
4426567335,350
4426567335,114
4422047329,90
4422047329,38
4422047329,84
4422047329,432
4422047329,21
4422047329,21
4422047329,38
4422047329,235
4422047329,523
4422047329,30
4419161289,35
4419161289,25
4419161289,38
4419161289,875
4419161289,523
4419161289,64
4419161289,82
4419161289,523
4419161289,875
4419161289,516
4419003931,38
4419003931,235
4419003931,245
4419003931,114
4419003931,523
4419003931,55
4419003931,114
4419003931,53
4419003931,68
4419003931,523
4413482340,245
4413482340,64
4413482340,16
4413482340,107
4413482340,119
4413482340,201
4413482340,122
4413482340,55
4413482340,107
4413482340,523
4413346797,523
4413346797,516
4413346797,238
4413346797,60
4413346797,55
4413346797,497
4413346797,64
4413346797,875
4413346797,245
4413346797,523
4413248876,11
4413248876,-1
4413248876,523
4413248876,238
4413248876,114
4413248876,122
4413248876,38
4413248876,246
4413248876,16
4413248876,30
4413302045,38
4413302045,23
4413302045,8
4413302045,238
4413302045,523
4413302045,38
4413302045,60
4413302045,875
4413302045,8
4413302045,235
4411449017,25
4411449017,114
4411449017,2
4411449017,157
4411449017,119
4411449017,25
4411449017,875
4411449017,8
4411449017,112
4411449017,523
4411453423,-1
4411453423,875
4411453423,11
4411453423,16
4411453423,523
4411453423,28
4411453423,23
4411453423,111
4411453423,29
4411453423,89
4411409904,2
4411409904,111
4411409904,89
4411409904,875
4411409904,30
4411409904,11
4411409904,875
4411409904,2
4411409904,523
4411409904,35
4411396549,68
4411396549,875
4411396549,76
4411396549,523
4411396549,16
