matchID,bannedChampion
4449691166,122
4449691166,60
4449691166,350
4449691166,111
4449691166,89
4449691166,875
4449691166,245
4449691166,38
4449691166,-1
4449691166,21
4449513414,23
4449513414,107
4449513414,235
4449513414,7
4449513414,111
4449513414,412
4449513414,517
4449513414,111
4449513414,58
4449513414,523
4449428423,119
4449428423,111
4449428423,30
4449428423,266
4449428423,38
4449428423,157
4449428423,60
4449428423,235
4449428423,30
4449428423,69
4449452003,64
4449452003,89
4449452003,245
4449452003,30
4449452003,111
4449452003,131
4449452003,122
4449452003,111
4449452003,523
4449452003,245
4449387804,58
4449387804,2
4449387804,111
4449387804,119
4449387804,8
4449387804,25
4449387804,235
4449387804,875
4449387804,38
4449387804,350
4449269470,107
4449269470,11
4449269470,23
4449269470,111
4449269470,38
4449269470,39
4449269470,235
4449269470,64
4449269470,107
4449269470,114
4449224841,111
4449224841,69
4449224841,91
4449224841,235
4449224841,421
4449224841,111
4449224841,350
4449224841,64
4449224841,38
4449224841,114
4449147705,8
4449147705,111
4449147705,516
4449147705,44
4449147705,38
4449147705,107
4449147705,21
4449147705,238
4449147705,875
4449147705,523
4441395251,39
4441395251,154
4441395251,111
4441395251,11
4441395251,55
4441395251,89
4441395251,350
4441395251,55
4441395251,11
4441395251,111
4440765226,2
4440765226,245
4440765226,131
4440765226,875
4440765226,412
4440765226,111
4440765226,523
4440765226,235
4440765226,38
4440765226,122
4440502424,38
4440502424,235
4440502424,55
4440502424,111
4440502424,245
4440502424,55
4440502424,25
4440502424,235
4440502424,246
4440502424,432
4440447799,154
4440447799,114
4440447799,131
4440447799,30
4440447799,11
4440447799,235
4440447799,80
4440447799,69
4440447799,111
4440447799,266
4440423684,350
4440423684,41
4440423684,875
4440423684,235
4440423684,245
4440423684,111
4440423684,164
4440423684,412
4440423684,2
4440423684,246
4440188924,107
4440188924,523
4440188924,64
4440188924,111
4440188924,875
4440188924,89
4440188924,114
4440188924,111
4440188924,134
4440188924,64
4440156459,-1
4440156459,39
4440156459,421
4440156459,111
4440156459,516
4440156459,38
4440156459,875
4440156459,350
4440156459,236
4440156459,89
4440193840,111
4440193840,-1
4440193840,41
4440193840,11
4440193840,516
4440193840,107
4440193840,38
4440193840,44
4440193840,235
4440193840,58
4440201180,111
4440201180,89
4440201180,28
4440201180,-1
4440201180,38
4440201180,38
4440201180,122
4440201180,523
4440201180,107
4440201180,245
4440108955,84
4440108955,55
4440108955,111
4440108955,2
4440108955,23
4440108955,105
4440108955,154
4440108955,246
