matchID,participantID,accountID,originalRegion
4405294378,1,tqFl5pOU3ZAJ45zZ2nl1Nin7TaxM_stdcEyKuRrnSlF4Iw,EUW1
4405294378,2,At9EwQduwRa3LOdlk3qEVr3od3Gsabwl26_9eC86ugw,EUW1
4405294378,3,f2mecxSiM2uCr-SznlriBxlz_BMDSGTZk2g0Q--VBk0EnZU,EUN1
4405294378,4,Hk36ikWBjSqHVTa8RRHKqVCyBaVd0rDN1eZdw3cigd54RErUfqhUSG02,EUW1
4405294378,5,IRY6nKjQehGr3M-JUZuDXnGps2otSp5qyYAPiIJas_ABZPs,EUW1
4405294378,6,jsOfhxpO40631KUPOi3Cdl38P3pXy-XIbhLWKzt-9i_2ZQ,EUW1
4405294378,7,Ds3-rVUjrWL15KwrEl4JlI3UvT5qvhFDEPq9WqM4fEDhPQ,EUW1
4405294378,8,-wnyJ8XA-_wOJEUnhospvsMcr1e_BJel0SGxbjeIBGckCdw,EUW1
4405294378,9,h5E2oRF5bdvr60ts3MNIxvcZnGVR0LbVkew2oRjc1MmSsEo,EUW1
4405294378,10,1D3m0ME76F162uEwQKqT0WrYrJBxyF5s_PlbJi9Bv9ldRS8,EUW1
4405185193,1,Vdkn1_XqMEhI4_XggJsT-dUJbhkCEI87aPwaKUxND09Hgw,EUW1
4405185193,2,VZUuYjdjt5c0ZMPn8OL6NZykV3SDcXlxG2-y40NonVaMbg,EUW1
4405185193,3,TxSD8bxnw6HrdzMtpau6Gl9GhIZpFvJI4ZANFQQRaF9Ffg,EUW1
4405185193,4,elBRZUHew-sXyoxOmGBZXBKLb-KwcAspGQuTy5G2ffa40g,EUW1
4405185193,5,ecXL5lmMbnhwSDJlwv_WzR0U430PNy3PdkK1B1dPB7YcC1dBRSEZUass,EUW1
4405185193,6,8bvzfd589XADkaE3oltDprgu5XG-G8Z8d4FN7VG31gsK4ssUXZIebDIs,EUW1
4405185193,7,aYIkMxXDJiyLb3nDmwkuG7FzupyojV0DXfFbLWzctrLUcus,EUW1
4405185193,8,VKW3zLgrfih5p-u7G_8YHBLvp5OlA0DydpJHWU_yGeJXR0Y,EUW1
4405185193,9,-wnyJ8XA-_wOJEUnhospvsMcr1e_BJel0SGxbjeIBGckCdw,EUW1
4405185193,10,h5E2oRF5bdvr60ts3MNIxvcZnGVR0LbVkew2oRjc1MmSsEo,EUW1
4480245088,1,RdeWja-WZTa3vuxdqaQCi43pSZC_pmlF_jKMmKryAHIqNZqAKinwn7DF,EUW1
