/leagueId,/queueType,/tier,/rank,/summonerId,/summonerName,/leaguePoints,/wins,/losses,/veteran,/inactive,/freshBlood,/hotStreak,/miniSeries/target,/miniSeries/wins,/miniSeries/losses,/miniSeries/progress,/AccountID/SummonerLevel
"7df82d46-e44f-42c4-b76a-66049f23c06d","RANKED_SOLO_5x5","GOLD","IV","LNjBQVBJEufqLdEIEuDf5204SUsEMTTjESVN5ZT4As-riTul","Creąm",64.0,203.0,224.0,true,false,false,false,,,,,0V1ZlcqaRySSpW6Nwxkr1KF1n6mg2yT27zd2ZqDbMDSn_1c,382
"1c751a1d-12cd-47e7-995d-c5f6f05e6315","RANKED_SOLO_5x5","GOLD","IV","Eua9_XJGg8qcApX-ZNamkIpjWXaEF1srxF_CBDI-59YIsKRv","KT barmon",26.0,15.0,14.0,false,false,false,false,,,,,hhzSWm2AW3yRK5GpWQoqsW7ab9GeDVh78vyGpyve3yLWMmw,81
"201f40cc-42e2-4c79-9235-86c2d1cdb849","RANKED_SOLO_5x5","GOLD","IV","aq47j4-bGDG_WtTibgI6zJ2u4_5WE4o6uaCf3fH306huSJWm","lole1342",44.0,103.0,91.0,false,false,true,false,,,,,6uM7sbASJRoyTjB0NSGPWK1EbZ_Ve-stKbO40WHsM1dPu8Y,167
"420c1b04-2e60-4f19-83a0-7be98363f8cd","RANKED_SOLO_5x5","GOLD","IV","Bfic4ImNuUIDD5pksOs7AV028RtGaqjo3AhyvJOGv1TujxEz","Enfeeb",75.0,38.0,41.0,false,false,false,false,,,,,sXi8Sxg0qaja8iHLsasK-rBUAe9gemKg0iwHk59hByTg8nw,70
"31cab76a-95be-4714-93ce-156def30e0db","RANKED_SOLO_5x5","GOLD","IV","pEC17HnEByfyX0u5LIeOSuoZus_gABCxZHBCsl3Oe_hFKHQN","TheLastKiller",94.0,182.0,181.0,false,false,true,false,,,,,vv7HTPjbc0s9t3pp9QKp2E_Bg5hlq33b_WYJp9AW1WlgvNY,278
"ad09b627-cda8-4776-b2fc-96dde7449ee8","RANKED_SOLO_5x5","GOLD","IV","jeg27UdBU-7rK4Iz7fpy57KSxmi_q58mXawVJLd6Td3ak9_g","Mamba the BEST",84.0,8.0,5.0,false,false,false,false,,,,,YzxPl96JwVMVggq__METEVPP6UOgkPzQxIk1yBF2SlDeEUE,155
"2a3be622-23f3-4a5d-bdd1-1285d37e6238","RANKED_SOLO_5x5","GOLD","IV","XzSqt5aoI6sBJW2CgIzn4pflP_VM5m-NEtbAshARri1PA1um","Ban Smurfs",73.0,55.0,65.0,false,false,false,false,,,,,cSJF5GF8GDeG4SxO3L7BRP4EP0zybTtQiwV92Vgp0JxwkrQ,263
"f3a99126-2391-4ae7-ae39-8a296ac9d954","RANKED_SOLO_5x5","GOLD","IV","9s8YnTbigskDUJ4WJ30TE7TC3qcxLSCEbxvkSv6x0WSdOi1w","Brynjár",0.0,98.0,85.0,false,false,false,false,,,,,cg5516iCxJeR7geKYf7xOw697cgCd5pSF0J5WhR8QnQoEVM,134
"82c7ef8a-2205-4c12-b380-baaf13f2cfaa","RANKED_SOLO_5x5","GOLD","IV","71lxQGm21FzlWQrt2kJyBKN9oyNYKEiC9mBIiFVOLdgCnC3q","Zero Motivation",75.0,85.0,94.0,false,false,false,false,,,,,DuIXPdAZm7xd1LKZgR7Y9OFc_B2Ewqe0pu2XifZhFnCvfWM,70
"721a9c89-f87b-4dd3-a64d-6f2f140b271c","RANKED_SOLO_5x5","GOLD","IV","4FGCsKGCV3zYQf2TVcKCxcMb2MjyyXaFSVlIArY1AAGFylo7","Syndra Carries Y",51.0,40.0,44.0,false,false,false,false,,,,,lrFKx4EfMGvHDdUenCC00DJ2y83YOKEcgzPzwMcgS_5vmFw,125
"30e4494e-6e67-41c4-a026-722f4d6e7415","RANKED_SOLO_5x5","GOLD","IV","V7TJSaqs61lRrMdglU66cqI4BrPhR7to6gmK-8LRWsM-sWZ4","KEBAB E Sports",41.0,31.0,45.0,false,false,false,false,,,,,KKcQ-i1QUQhD7Ardk2Oo4fGTKzoTwKvUjnbGYssoFCi-rb4,384
"c9f3502d-a705-4889-91bb-ce77357bba87","RANKED_SOLO_5x5","GOLD","IV","h2EHdbG5ZmqF87yMaejobcyldxcKCJyw4HMqsrGEtPW6uC8b","Visionmane",3.0,52.0,53.0,false,false,false,false,,,,,D15CwTKy6iQPqWRfx-pt2KgSOME149y9F3QTSZSPE5gaszA,242
"1fe02197-5c16-40a9-81e2-3cbfc94a1d6e","RANKED_SOLO_5x5","GOLD","IV","2dAzmLfCsm7IiKnKwdVsX88Pbg8H5XnZDQAWRKQKvi7wTXlk","Vasle",30.0,91.0,82.0,false,false,true,false,,,,,atKQ90s0Ebu8JPSx1pGbMC3O6ZFpchJmG2YA2UURAiEtlHg,168
"895e653e-544d-4ca5-9325-af0352673833","RANKED_SOLO_5x5","GOLD","IV","_WVmqoVNC_WYMuXTCU8JOYrH0xLTr9p6Fxt-1WTk1I968xWx","ImAlno",0.0,114.0,114.0,false,false,false,false,,,,,AE_WGwcyrXY21pJN1SA-W4-sVKLqyEar7Gy6utpr9OAol_c,282
"167e1dbf-0467-4bbd-9871-fd56b12b4f13","RANKED_SOLO_5x5","GOLD","IV","8r6ID7OHaGvFyGDc2lMy9Fzq4VatoDhyt6KefSNxsdInR2WQ","ArgeleoN",3.0,74.0,67.0,false,false,false,false,,,,,fMBEG1HPxKtEpTt93onhjYDweHVNnZDwBvTg2_IeAPoT1bA,77
"068007c1-cf04-43ac-b46f-04ac520c64cf","RANKED_SOLO_5x5","GOLD","IV","goz2xMpBs-wxhOwzSv4M9hSPo6WB5Uk246imFBM42LJQOl7V","FeelsGoodToFeed",64.0,13.0,13.0,false,false,false,false,,,,,E79vDxQV66Kf-672j20h8vRGnreEUBdS5gstvdD9UWjTnNA,61
"b2ff9a01-83ff-4baf-b68b-0546ea35692a","RANKED_SOLO_5x5","GOLD","IV","vsqoSWmgSgBq4K0DO-gSA8H_fYFFA1oWZjjCVQc9UcWPPqdJ","KnusperBreed",0.0,45.0,25.0,false,false,false,true,,,,,SfxWF9sDzxfBQQN5O5fTL8Iq1Wnun1buLRgtKCDXD0_B9Jg,143
"1e149253-8de4-49e6-8c60-6414eb4b192b","RANKED_SOLO_5x5","GOLD","IV","erulzXswgmHHwiHbhqY__GQyQKglN0CjkgmMwOjJWfosIBGe","peroudusud",23.0,27.0,19.0,false,false,false,false,,,,,nY8LQd_HvoVZTBlRmRS-QhzSzMoagmf1QeqMxWZ62i2_C48,39
"17af2321-737d-4ab4-b8e9-ca6fe2848e83","RANKED_SOLO_5x5","GOLD","IV","WhgEnghBznqOI_-6g2lBAntyBhlZ_Rm8RkZAkkjvWVzqKKjl","Jenscree",20.0,51.0,33.0,false,false,false,false,,,,,hYjQXMA6PzljIiaAoxGCRbbL28aSoiVaD9u7s2uzA2qyL4w,417
"45e4d1ee-05ca-4c06-a720-159d67222402","RANKED_SOLO_5x5","GOLD","IV","zZoTNejvXoGYYoQ241WyilRaxVXV4ygO-lnpX5Lt5wjMJilF","LightFireA",23.0,41.0,20.0,false,false,true,true,,,,,ctiIeAQNjJyVgvZ-HpJlebHhQsF7Djh8e9J3oseJk45Ucp4,224
"97bfd1e1-ab63-4735-8657-0b9d513a26d5","RANKED_SOLO_5x5","GOLD","IV","cHicjQoZzU5JgtR-b60UVTCKVdPdn8bRfWXePfs_lgWcN5mq","Bitøz",59.0,243.0,247.0,false,false,false,false,,,,,g9uK0YWAeoKukfvG4u0xHQp9knhb351KdRqYXa6XrgNpudI,125
"c9d2c264-dc14-43dc-9449-2e60a62ded9b","RANKED_SOLO_5x5","GOLD","IV","-HZVyAj4g4Ss9AAwFQQWmYB0PE9hR4saWtAxVnrPR1oRsc_j","Lets be polite",95.0,18.0,18.0,false,false,false,true,,,,,Lzo1HEI-HauLXzzXrR3zLW5fk7Mj-zuxTX5dKSV5WOVQwbU,141
"daa64b15-9a5c-404d-9e10-5365370db80a","RANKED_SOLO_5x5","GOLD","IV","nwsPSyqAidG3qlsrYGy0thY3Msnf_SWAhrQ7PbHU58Xdu8rJ","Åndãwaÿ",17.0,17.0,13.0,false,false,false,false,,,,,L1UsZdqXfBcQhO8BrgUYM9M6Gec1QHRUDCrHlDSS_xq-ApM,353
"c6211f5a-9dd7-436d-9b6b-a7c8e0266315","RANKED_SOLO_5x5","GOLD","IV","H99SCTvchCm1xkCj52NUsjz9Onam3JrwtK_yORReoIgFJGrE","Snackman69",70.0,17.0,15.0,false,false,false,false,,,,,EV5p_V9bpnmPc75vnLII5aSve_gTbPTVu9RSww1ZHdFU6dE,80
"7c45a1a6-c15d-4222-bb74-572099185f6b","RANKED_SOLO_5x5","GOLD","IV","uLcz45DlcJ6YD1hTgOdRNreHhJv5QfRkfgRs5eSFWIyQ8w60","xXMiyashiXx",0.0,46.0,56.0,false,false,true,false,,,,,HFEyDNSwUI1_6xu9UsD8uaaTaL4ahomajkN_iEtt8OEbk2U,164
"21ae0f7c-71bf-4a91-86fb-36d69412d275","RANKED_SOLO_5x5","GOLD","IV","lkkn8aBCr6UsOG54VTz-sB_96SidlwSqOidr4MB7HuilKDlv","GotDjentleman",89.0,26.0,27.0,false,false,false,false,,,,,kVGD75V5ig_rICa7_VRNEV6huJDeaguSQY37zltFhpRHlYg,74
"3c08dbcb-a9d2-4534-8703-8fdef966157d","RANKED_SOLO_5x5","GOLD","IV","rFvImZTBclDl9fy_jnwoqjjxhmxoa9VIzMISt30TXdsdSM07","Med Sifriiw",47.0,56.0,54.0,false,false,false,false,,,,,X1-vwynQ4Z62ya8dzTmoRKKaJWBnkzuVe9tuRHU83kt2OoI,184
"78b6940c-25e6-4d4e-8f69-bfad967d3f12","RANKED_SOLO_5x5","GOLD","IV","lFUkUQVmMlx-ESxmXJjyA6zwlmccIrxHtFvpsKlJ1SYcjsFE","ANHTUAN98",66.0,213.0,207.0,false,false,false,true,,,,,jtrlkYd5TTD80Y9cPNu3pHQMzoApKnV5anYzOZZL794fOvA,220
"6e3d0cee-4e2c-48c5-9bf0-389c1391a913","RANKED_SOLO_5x5","GOLD","IV","iqKgWms_hu3SsXxRh56WhqGUNzQ5JYkevja03ZB8vaTyzCKA","SuppHabibi",64.0,174.0,149.0,false,false,false,false,,,,,X_t0TMjvnAbjQ7yfqdYEU-ycN_0pSwNcoXwSRspDa8B3i-I,257
"41096be7-3987-4579-a6d6-4739e198b00e","RANKED_SOLO_5x5","GOLD","IV","agv_QncVDUu8scRjeqqWP4p-ixKJuhGj8GpMwz56kxvX6Oew","ONCEfox",70.0,69.0,69.0,false,false,false,false,,,,,lLYVmQ1VPcPNKEEkIRdA2MGnrBzGQft6fr-ALBwErYQDOLs,205
"2334ccb1-bc17-4aea-b8bd-d352d700cc4e","RANKED_SOLO_5x5","GOLD","IV","-GhLe58cc-CpH4GsMUpEJjd4at6w6BHdHwfhdYpqlwXP-MlQ","IncomingBexi",32.0,94.0,92.0,true,false,false,false,,,,,UQ5EJPdz4HPMO7S-clMIsgBczJyhnG7iJvjtkAKY22wDUh4,134
"c8966b85-8982-41b3-86aa-2862066d4f00","RANKED_SOLO_5x5","GOLD","IV","dH2TyDcJA8b-ZwwsWaftahiytR3oid7DnEEHjYV2p5nQ1LsF","Lord XAB",0.0,64.0,84.0,true,false,false,false,,,,,ea_UpvqspQgKs43IibflCiDuhg5MPL013P5OR8ek9UB9m3I,293
"920cd5a9-2c78-48f7-a229-4ca2af8fb213","RANKED_SOLO_5x5","GOLD","IV","7fsNGs68SoVJivlL-bP3LdqcXYcb_xrW-nbUBBdcMg9S_Zv4","bigarmsandcoc",28.0,171.0,165.0,false,false,false,false,,,,,njzIHMZAaDnZD_G0-9K1Q_On8D3mFlGLamwXA0Lok6UVS3o,111
"c938bd3d-0a5c-4735-b6f6-c02e2d6f7c0c","RANKED_SOLO_5x5","GOLD","IV","4mQU36823qqTdF5a9zJPrvvZjLTgdpdzuwb1cc_5evo7GwVl","LSCÐ Yâng",38.0,55.0,48.0,false,false,false,false,,,,,VrCgendrvRY-tnWzuM8RccZCKjKesDx5liG1eQ_yppfZiG4,54
"9145fb4c-bc7a-4710-b210-3f2d13271288","RANKED_SOLO_5x5","GOLD","IV","9UKKJgMt26KJ7mFc6x0_IEQUMDEYPOn2sX_RpcW_W_-MOuSF","Deehan1",57.0,49.0,46.0,false,false,false,true,,,,,1lMmAC422Nm-Qh7Q_U0D3NcU3VM4rbT_x3BHVGr22wmJIo8,222
"f5cba5ae-0526-4707-992e-b46af9d682a4","RANKED_SOLO_5x5","GOLD","IV","UfZMs3V4HdK4OBO9yfTOIKjJqrsyfP-sA7syvKC1pLdpKcP3","desperado322",73.0,54.0,47.0,false,false,false,false,,,,,-2b4GF4lPLHrt_sBkJDuR2U8hmkdAgvjLA7JI6R78DVxIss,134
"d529097c-3ade-407c-8fcb-38d487159d7e","RANKED_SOLO_5x5","GOLD","IV","96aP9JFUDVDG3Lpa_5osHmN7W7mV2hjQ4e04YzlQvsND2v-8","4Lethaeuss",87.0,6.0,9.0,false,false,false,false,,,,,PcrSLVE_Q3aWuQ4x1wBglMcfvTroYlh5EYp_YpcDT1HJbtA,59
"e5cf0594-fdc7-47d8-8407-89a10a85d76d","RANKED_SOLO_5x5","GOLD","IV","4V0ehcetOtCS9TzMwoX3MsJ8AZyPblhennXkF4XkHvy-5XjP","G2 Leonidas",91.0,20.0,17.0,false,false,false,false,,,,,6_CE3kxC9MznRbrG8mJ9vR5zO3BRx6uVHfJU56dNToruJfE,53
"cfb4741b-2e4b-4890-b708-e4130a894571","RANKED_SOLO_5x5","GOLD","IV","V_dpZaoF-eGK2BmC-4ZcX8xvUmfIRhqGlji-hjV2QEzFyHVp","Slava Del Rey",46.0,39.0,46.0,false,false,false,false,,,,,2UapEvz1rP9kOIEBX7ncapdtnYigobq3lm144BxEBLITRkM,95
"90ec4b15-74b8-46de-b3bf-cfad12afcb01","RANKED_SOLO_5x5","GOLD","IV","JDznt63Bc1yzUsUQdasSiUPymyQMLV1ZrlVqczJtiEdSDpbv","Ionian Master",0.0,83.0,97.0,false,false,false,false,,,,,6dULKc-ghcAwdfJ-n9CYHyOJdhhPqgdn37nXHaoCEbs-rCc,308
"2407e480-bf7e-4bba-8ca0-a338238af462","RANKED_SOLO_5x5","GOLD","IV","nLJf4Z0XO0B8Ql-kV5lgD-nzrK5H4EwxNK8DdloMef2nZqDN","Senze",27.0,22.0,32.0,false,false,false,false,,,,,JZlULH2c2-XRkFgLOd_PaNQiZRTChQzl4keGZEcVAjJ199Q,201
"26e37c26-affb-4355-8f96-3027263ded08","RANKED_SOLO_5x5","GOLD","IV","R1pErNVYG32aG-O_lhp1Mq1aCCU4cyqjG8bDHtvEFDtcdVwx","Janvizzle",40.0,58.0,94.0,false,false,false,false,,,,,B3j3hCDBKeW4CIAbZJ5z7zaQyY8a-yMHQhPNWEAF95yBfzw,172
"a9d310b9-056c-4c67-84df-461c1946c8a6","RANKED_SOLO_5x5","GOLD","IV","8nf3Np9k1Ye-Vq1RACJbsvaSBZu2FLFD-YEncyIaWeSwRKiS","SkurryFanBoy",0.0,66.0,52.0,false,false,false,false,,,,,fLztNx6ObQQeXhEp0Cs9s6MSIZ39NhXtL5SYuTlIqBfJnyE,59
"198b72f6-e811-4864-aecc-f00cd2dc4f1c","RANKED_SOLO_5x5","GOLD","IV","8hEXJe-bL8_OASPGRM-mfOwOL_-t0n8t6mwz_Jpd1Cr_RZ1T","jdfnujsanfsoa",0.0,8.0,7.0,false,false,true,false,,,,,q9Ow5oH1nDj2pFYw-x-gPhUfkHK0i9m_ZRp7v-yquevhwNA,249
"2407e480-bf7e-4bba-8ca0-a338238af462","RANKED_SOLO_5x5","GOLD","IV","3V3HfNRKc3PXZ4AmpirjBGJQLeQBHnhHftqryIJH6pEqdNDn","XxshadowsofZEDxX",0.0,37.0,25.0,false,false,false,false,,,,,unvc8YWu5R1w7AedwR0uc60sQCyGgYveBbdHq1ufchBy_DA,97
"735756b2-9bd3-477f-be29-007156920a59","RANKED_SOLO_5x5","GOLD","IV","iK8X37AErN2KvZ3g1ME1mpgakauYQ-X4mxnbo_LE592LCQh1","NYasuo",43.0,59.0,51.0,false,false,false,false,,,,,fqZpTPDXThGUZAGAiszUf0upn_C3gMtoOvzfFFPsl7G1nvo,381
"df279fa3-a26f-4260-acb7-945e0867b152","RANKED_SOLO_5x5","GOLD","IV","MJOIhELJfs0IvSE-KwyW3LDXiWjsmCFsPS9ArY-3KmHxoMcX","AdMiRaCle",47.0,70.0,76.0,false,false,false,true,,,,,RtyTWewmu2kmKBJcZlahjoqI4dkj4iyIa0qigSin3Y-ba3Q,306
"cc70ee5c-c139-4f88-9189-be360fa845e2","RANKED_SOLO_5x5","GOLD","IV","bAVSkBc7ECzDV2fzhtoR-OxPvT7Cx47m16kIAaO_jbK1D1yI","SwissPatriarchy",0.0,64.0,61.0,false,false,false,false,,,,,XZYBfR8p1-8Fwtm0wYtkxHOpM-8ArsUQzT8WqcbluWVihiA,71
"f72ed7c2-56ce-4d15-849a-7727737f01f6","RANKED_SOLO_5x5","GOLD","IV","-jTz8V2MhhbdsxsYMoDjOXO3Rr-prXPSpoBpVSndPhLHK--E","NazziUnDercovEr",100.0,23.0,9.0,false,false,false,false,2.0,0.0,1.0,"LNN",n1oiM1HpvjCUdzlIzBraQMJ43C98M0sKrF-bNsOY7gKVrQ0,48
"919b6d1d-f9a1-463e-bd80-d45d89245985","RANKED_SOLO_5x5","GOLD","IV","aoCmTqjmhF4cGS1c0Pw6RdEuF1dpeTiDR8J3MbfT2tRWH85Y","NogsteedsTuur",0.0,56.0,53.0,false,false,false,false,,,,,5gmfYbK1aPT-7_PdTt6sRtgWRB2EeXFldqINmtPBcvCzDCU,213
"10b92f58-2d39-4c3d-9460-baeae60e64ec","RANKED_SOLO_5x5","GOLD","IV","rGynSCP5qIqP9cjilDnFrBOAtLhsBQ2GS1QTfSJQD_XGIMVr","LeeBaddis IV",33.0,24.0,27.0,false,false,false,false,,,,,ouhk_svDS0RMwBoB_fP4ox7wUoAWOncL6nJOvLjVJyk6zXY,176
"64ec5f54-5f0a-4c53-a16d-573bda2d8030","RANKED_SOLO_5x5","GOLD","IV","yrW2VwgXmG29l1KPEoIP48C8Cb3Ziw2O_WKi6CEmkU_Xexoj","laaaaalz",41.0,73.0,82.0,false,false,false,false,,,,,32Ic0o1pHSIHkt_SvgS8NJz8HlEeGHCLCX_ErN7_jihH5OI,213
"14b96e4c-5e44-4fb2-b7fd-f8633db45747","RANKED_SOLO_5x5","GOLD","IV","D7fVcAlruANcaPpSsp-17GzZfRVLjF7myHkcejGeC70CsYdz","Airbom",0.0,59.0,47.0,false,false,false,false,,,,,7VDcU3cvoDnXYku6SaTzMdcbRRMxUPshgh--x3DEcPcGz00,73
"8311d0cd-bdee-4b50-9821-ecf294e47116","RANKED_SOLO_5x5","GOLD","IV","RkeUaDXMiFl7J43ubbI_O939TagrXtitc90R6RoojRlEwbwA","maark",0.0,39.0,35.0,false,false,false,false,,,,,940vviFMy2InBo5wJM6Mxip25nC8NApLqtASRBYpTrEjc-E,160
"47c1efac-675d-4b1c-8587-daa0de76ce22","RANKED_SOLO_5x5","GOLD","IV","qjIX8nWTTJzhkfNEtnBwT1DYULZmuSqn_RJ2RKclK-ftzATl","ThunderrMonkey",0.0,93.0,87.0,false,false,false,false,,,,,lU6g-03p3QFJ3mT-DBOXAuNjPkg0MncSbniw5BeMxkUdKJI,246
"a3e0ab29-6292-48f2-9fe5-bc837bd5bd17","RANKED_SOLO_5x5","GOLD","IV","KyYPLY1r_Iyrnz-Moy1KjY9IpTwuidH4ywDYwxZTMtuSimKz","Me int pas stp",41.0,101.0,109.0,false,false,false,false,,,,,2KYzXjbrGEW7YTv6Wd-hmjSC46YeaDSp5aDx58bWA6MgYU0,334
"cb1c5d82-1fd5-449a-bb5d-636143144ba4","RANKED_SOLO_5x5","GOLD","IV","J2JkDqxbifW6y-Rq_PQSHTV5yDJv14qiytFh-jNOWZfUIlOc","420th",95.0,201.0,237.0,false,false,false,true,,,,,rtjMyzzvFx2Ajrhwjvo9KedF9jlWGflTNYgl-9bY3o80Tq8,271
"7ac2abf7-e67f-4649-9a2d-ffb9941927b1","RANKED_SOLO_5x5","GOLD","IV","dVIk4jKPh5ifQfNpnyM5icnLmGtrWrvxwg55vzfAQhI68Zrq","lightPWZ",0.0,234.0,252.0,true,false,false,false,,,,,0r3m30vNqFB4hqplS59nP0lNzC98j2aneBcorD0i6PftWfg,236
"64238171-da4f-4e59-bf9b-f53a52e300f1","RANKED_SOLO_5x5","GOLD","IV","gU9fq2Wu46oUjoOdXzfdjuwwaY8CLa3uLY0Uwu9IHEsvFBQE","Pookie dans lsas",73.0,197.0,194.0,false,false,true,false,,,,,YZ3m5JoUBvimvzXhgpsPwOMkzLs8NBlw0Ae7xb59wXmLgrY,415
"33306dec-cf7f-4a62-b7ce-6855ad088a4d","RANKED_SOLO_5x5","GOLD","IV","BylRoBRVQjFUuLoxn3aYjmn18daYppEDzc_HwmU5wtHKcjOS","Zerbo3i",75.0,194.0,200.0,false,false,false,false,,,,,RYkvTfnhcjaXaXmJu5n6BGgTZaFfF0d9Ea_cklKr_kb9VDo,146
"d30df5d9-25ba-473a-83d3-c8b96bfe34a1","RANKED_SOLO_5x5","GOLD","IV","rZY3rr9pnyPzWQ7OmF4PoTVOuqXXug9ST_O4UZvYb5ZegnaE","Kylar729",75.0,44.0,54.0,false,false,false,false,,,,,HYy2dg3vDaBDwC8lElpTpGn-ztPJBHBRlOUnW7e8BYVBl8c,244
"7e9c1d85-3d29-4e6f-a42f-baeee536238d","RANKED_SOLO_5x5","GOLD","IV","oJUQq3dEYm9-O_REkGMrYkh1x7zQst193IDw2j8NM7PmWd5H","DualNova",36.0,88.0,77.0,false,false,false,false,,,,,DLUzqdWHJFM8ivBSu5QeivcfhekZPX_PjIhEs2Z6yy6SPrI,70
"a6bf70ce-a154-4551-af07-7a772d49f987","RANKED_SOLO_5x5","GOLD","IV","nsrKWiwR9B9ktzJzxCQDpl6uCpyGGvcJabtXn2BatSPgHRj9","Ămine",100.0,276.0,272.0,false,false,false,false,2.0,1.0,0.0,"WNN",kf-atyvkkqOQIVGffsYMzv7EkdoC_ZmsyfUul-tKvKOKrKw,526
"d63f2afe-d055-4703-8f79-9a0930c99cf7","RANKED_SOLO_5x5","GOLD","IV","3i-CFtv8u0TjgsXXf1T2IPfym_xmigxiQwKd-B8bQKRgSYMR","SleepIs0verrated",0.0,334.0,342.0,false,false,false,false,,,,,fZ0G8RHa6qS_P0YYg9JVWeEd--850oxqBKlrrsMub6KpT5c,406
"cdfb5eca-9677-4536-8ce9-98e8e37f5a3e","RANKED_SOLO_5x5","GOLD","IV","tCYt_3DhDKCbD-6s-WDL6jAyhb_a7CyDRE0ntO-rHOzZG3pL","OOXXD",0.0,31.0,19.0,false,false,true,false,,,,,YgfoMRxU0BbGDJk4ettzbScV0jLggo8RwICua2RWBNvmc00,94
"57278015-0920-47a8-9804-8c0c8311436c","RANKED_SOLO_5x5","GOLD","IV","tRJzUQ8q0yo0Ny1YOPsYI1An4qWZI6oRVkqxj7c-t5FzeWPf","MrMich21",77.0,40.0,51.0,false,false,false,false,,,,,dLP5d4-Z_5wPlpqNC05LY4DHVFgoYRSZ91ENu0xeuhlBZgM,289
"3d016de4-1293-4fe4-8166-78f603c96d22","RANKED_SOLO_5x5","GOLD","IV","2KKIQjDoa7xOOH9G1axgo6qAOkxZq9TET34CLzAIzIozVuNn","bwhl",33.0,238.0,235.0,false,false,false,false,,,,,8gxZdWdsn5iraGSS2PqyMwYzIlGpB8MWsJ4_Zi5emTByEIQ,333
"07069c3a-7514-44cb-b7cb-bce75d58a888","RANKED_SOLO_5x5","GOLD","IV","3hosaI_ETNGlsTk1Hz_IsaDaPAVuSOxQEA38g8gLzV8CA9Rm","C0VID19 POSITIVE",15.0,180.0,185.0,false,false,false,false,,,,,AUcMn24vlwna5qwTk_sTA1XFVJ2DW-izJ8-gsUN8kNLMm8o,88
"f80564c2-aaf3-4813-bb84-e88394c54dfa","RANKED_SOLO_5x5","GOLD","IV","IhDaFUA65NknnQU86F1sA5n4zHc6TCDXqcRknCN6NwXoWVcO","rivv",7.0,50.0,40.0,false,false,false,false,,,,,0qaA5iPDESn46i6wWcuol4ZPpBew927frt_qIH10n1ZOCQo,113
"e70d8615-dc74-4ece-a41e-d8b72e42bd45","RANKED_SOLO_5x5","GOLD","IV","iB85Sm4lp26vrPOvXVge4gPzGgGZa5bO3Z7ZpS4-vip4046j","The Essential",59.0,90.0,105.0,false,false,false,false,,,,,ICxvUQTzd5qMIFBJktzyMWbxBLM0QmDZkuBGx2J7kfF322E,491
"f336afbb-472b-42a0-b7ac-5ad9608c05cb","RANKED_SOLO_5x5","GOLD","IV","2rySXBnxhKjUFJ9g0ym3mtr-WX-qLbIZrNHsWe9lGXZ7STg1","Serjux",0.0,51.0,41.0,false,false,true,true,,,,,IZTRAfM6wX3WFKw2dcBFYEj2JX5kjmLoAVLZ8BzraFjjcGY,302
"af463d7c-7cb5-4943-bb5d-b44d2af9d8d2","RANKED_SOLO_5x5","GOLD","IV","P6tvRJeFK99psXCaVRz-E4EtVWodicdTzixPNuxW90oDl-7S","LordTeemo88",63.0,19.0,12.0,false,false,false,false,,,,,UUtJX6BSNRUq9OylzSFRY5PvbuQ0nHhEiX3R08qzkzuaESc,80
"071a4dd2-77aa-4125-84ea-8dbcd54265e3","RANKED_SOLO_5x5","GOLD","IV","B6uQGUNb0o-UgYRGcBN7r-G1syuxN35a5u_di9U2OoNGNtyz","YASUO BIG BLADE ",86.0,61.0,27.0,false,false,false,false,,,,,g5hNQenDlo9GKkk7glKUKrYR73K7lA4_RH6JWg325d5joqI,50
"d8ed697f-1e3e-449e-999e-959ca274e05c","RANKED_SOLO_5x5","GOLD","IV","2S28IE2jU8HS6E4Pg056JNSNFyErMk4T4iY2hC4LiEsLd6Nz","Perrelock",30.0,53.0,63.0,false,false,false,false,,,,,h-SWVQLP7vOpNd07fA5rcxue_LZdc5W-f2toPZSdAJ5v42Y,168
"64309117-4f94-4961-ab3d-588274b8cb11","RANKED_SOLO_5x5","GOLD","IV","zEkCRlVKSLt0tcOU3vA3hdhNyvOqYGzIxq7ylmPyurLxnkO1","Daungtter",100.0,106.0,107.0,false,false,false,false,2.0,1.0,1.0,"WLN",bsMCMhTGGNfgd-jeMDL_drgsyH0-nI8cfjAIJliSQVTZO5Q,214
"ec6a1e33-f1d6-4fff-8208-12fcbbebe83a","RANKED_SOLO_5x5","GOLD","IV","e9s-pS-5me90alZKkAhGMvfauK27Yz-EGN03ofCua9OkSkB0","ComradeShumo",27.0,133.0,145.0,false,false,false,false,,,,,ki_D-1ytujHIAGw3hpgkabvfOLATcgE_zjLy1sHMTbc5G5E,276
"b81418ff-edd6-45ff-ae41-7d98f268a7d1","RANKED_SOLO_5x5","GOLD","IV","LhOOigtQ-tscb6wJtSajcUyDooC1AOekTndS3APzGEHw200J","Zoltas",0.0,77.0,96.0,false,false,false,false,,,,,NGzZc8ucyul5bkkzmO4r3aWc7OH2jP210dTL3nJUwha3Cs8,358
"c30bf383-3758-4e9b-91e2-3739656109b0","RANKED_SOLO_5x5","GOLD","IV","zcuGKWbadySpSd1NKsH_bEobQIf6xw1MHfDzjmT0La8STnjJ","Deaku",0.0,58.0,52.0,false,false,false,false,,,,,X4XJYijxkTBMQfXBwsGXI8O6-l0KbOFY9gQYwEdWPzxHrUo,393
