/championId,/championLevel,/championPoints,/lastPlayTime,/championPointsSinceLastLevel,/championPointsUntilNextLevel,/chestGranted,/tokensEarned,/summonerId
96.0,3.0,10103.0,1.582148848E12,4103.0,2497.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
99.0,3.0,10018.0,1.585018689E12,4018.0,2582.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
254.0,3.0,9657.0,1.578065923E12,3657.0,2943.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
117.0,3.0,9655.0,1.577018477E12,3655.0,2945.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
133.0,3.0,9454.0,1.577460041E12,3454.0,3146.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
516.0,3.0,9263.0,1.580664121E12,3263.0,3337.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
141.0,3.0,9013.0,1.581458344E12,3013.0,3587.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
50.0,3.0,8881.0,1.584386407E12,2881.0,3719.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
48.0,3.0,8543.0,1.577018477E12,2543.0,4057.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
267.0,3.0,8524.0,1.577018477E12,2524.0,4076.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
76.0,3.0,8288.0,1.577929878E12,2288.0,4312.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
62.0,3.0,8264.0,1.585061274E12,2264.0,4336.0,true,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
42.0,3.0,7631.0,1.577018477E12,1631.0,4969.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
89.0,3.0,7529.0,1.580569297E12,1529.0,5071.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
90.0,3.0,7524.0,1.577018477E12,1524.0,5076.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
16.0,3.0,7510.0,1.580642032E12,1510.0,5090.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
32.0,3.0,7504.0,1.577018477E12,1504.0,5096.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
127.0,3.0,7441.0,1.577018477E12,1441.0,5159.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
113.0,3.0,7439.0,1.577018477E12,1439.0,5161.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
20.0,3.0,7390.0,1.577018477E12,1390.0,5210.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
145.0,3.0,7351.0,1.578040649E12,1351.0,5249.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
80.0,3.0,7170.0,1.581197904E12,1170.0,5430.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
29.0,3.0,7108.0,1.577018477E12,1108.0,5492.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
60.0,3.0,7073.0,1.577018477E12,1073.0,5527.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
75.0,3.0,6766.0,1.577018477E12,766.0,5834.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
875.0,3.0,6722.0,1.585136343E12,722.0,5878.0,true,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
33.0,3.0,6304.0,1.580165437E12,304.0,6296.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
83.0,3.0,6251.0,1.577018477E12,251.0,6349.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
420.0,3.0,6249.0,1.577018477E12,249.0,6351.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
12.0,2.0,5808.0,1.581007448E12,4008.0,192.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
23.0,2.0,5613.0,1.577018477E12,3813.0,387.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
91.0,2.0,5429.0,1.577018477E12,3629.0,571.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
22.0,2.0,5373.0,1.577018477E12,3573.0,627.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
74.0,2.0,5137.0,1.577018477E12,3337.0,863.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
38.0,2.0,5103.0,1.577018477E12,3303.0,897.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
112.0,2.0,4969.0,1.577018477E12,3169.0,1031.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
37.0,2.0,4853.0,1.577018477E12,3053.0,1147.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
102.0,2.0,4810.0,1.577018477E12,3010.0,1190.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
54.0,2.0,4737.0,1.582093874E12,2937.0,1263.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
203.0,2.0,4634.0,1.577018477E12,2834.0,1366.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
6.0,2.0,4605.0,1.577125018E12,2805.0,1395.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
131.0,2.0,4323.0,1.577018477E12,2523.0,1677.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
240.0,2.0,4206.0,1.577018477E12,2406.0,1794.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
77.0,2.0,4194.0,1.577018477E12,2394.0,1806.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
27.0,2.0,4164.0,1.577018477E12,2364.0,1836.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
18.0,2.0,4042.0,1.577018477E12,2242.0,1958.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
44.0,2.0,4014.0,1.577018477E12,2214.0,1986.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
19.0,2.0,3715.0,1.581199444E12,1915.0,2285.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
119.0,2.0,3707.0,1.577018477E12,1907.0,2293.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
45.0,2.0,3669.0,1.577018477E12,1869.0,2331.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
30.0,2.0,3614.0,1.584894332E12,1814.0,2386.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
28.0,2.0,3515.0,1.58057601E12,1715.0,2485.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
134.0,2.0,3473.0,1.581179635E12,1673.0,2527.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
115.0,2.0,3437.0,1.577018477E12,1637.0,2563.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
518.0,2.0,3357.0,1.577018477E12,1557.0,2643.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
163.0,2.0,3265.0,1.577018477E12,1465.0,2735.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
555.0,2.0,3229.0,1.577018477E12,1429.0,2771.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
26.0,2.0,3164.0,1.577018477E12,1364.0,2836.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
246.0,2.0,3162.0,1.577721575E12,1362.0,2838.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
497.0,2.0,3152.0,1.582147385E12,1352.0,2848.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
235.0,2.0,3061.0,1.584892643E12,1261.0,2939.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
427.0,2.0,2806.0,1.577018477E12,1006.0,3194.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
1.0,2.0,2635.0,1.577018477E12,835.0,3365.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
101.0,2.0,2287.0,1.577018477E12,487.0,3713.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
34.0,2.0,2204.0,1.577018477E12,404.0,3796.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
69.0,2.0,2068.0,1.584953227E12,268.0,3932.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
142.0,1.0,1533.0,1.577018477E12,1533.0,267.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
9.0,1.0,1339.0,1.577018477E12,1339.0,461.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
106.0,1.0,900.0,1.577457516E12,900.0,900.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
136.0,1.0,876.0,1.577018477E12,876.0,924.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
56.0,1.0,753.0,1.577018477E12,753.0,1047.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
143.0,1.0,389.0,1.577018477E12,389.0,1411.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
523.0,1.0,168.0,1.583698315E12,168.0,1632.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
