/championId,/championLevel,/championPoints,/lastPlayTime,/championPointsSinceLastLevel,/championPointsUntilNextLevel,/chestGranted,/tokensEarned,/summonerId
39.0,5.0,59406.0,1.58467851E12,37806.0,0.0,true,2.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
98.0,7.0,55341.0,1.5820928E12,33741.0,0.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
78.0,7.0,53160.0,1.580587474E12,31560.0,0.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
126.0,7.0,52290.0,1.578851427E12,30690.0,0.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
107.0,5.0,46506.0,1.577018476E12,24906.0,0.0,false,2.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
122.0,6.0,45781.0,1.58468132E12,24181.0,0.0,true,3.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
412.0,6.0,44676.0,1.577018476E12,23076.0,0.0,false,1.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
10.0,5.0,44032.0,1.582919278E12,22432.0,0.0,true,2.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
236.0,6.0,40322.0,1.583766284E12,18722.0,0.0,true,3.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
57.0,6.0,40225.0,1.581022074E12,18625.0,0.0,false,1.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
266.0,6.0,36111.0,1.584383631E12,14511.0,0.0,false,3.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
31.0,6.0,36075.0,1.577281382E12,14475.0,0.0,false,2.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
238.0,5.0,35836.0,1.581454264E12,14236.0,0.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
67.0,6.0,34272.0,1.577018476E12,12672.0,0.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
164.0,6.0,33887.0,1.579640061E12,12287.0,0.0,false,1.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
517.0,6.0,33651.0,1.583197063E12,12051.0,0.0,true,1.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
84.0,6.0,32707.0,1.578113987E12,11107.0,0.0,false,2.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
79.0,5.0,31630.0,1.578338459E12,10030.0,0.0,false,2.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
150.0,6.0,31054.0,1.583879944E12,9454.0,0.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
2.0,5.0,29268.0,1.581452534E12,7668.0,0.0,false,2.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
432.0,5.0,27300.0,1.58145731E12,5700.0,0.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
14.0,6.0,27194.0,1.578182996E12,5594.0,0.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
223.0,5.0,26152.0,1.577018476E12,4552.0,0.0,false,1.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
110.0,5.0,23174.0,1.583672707E12,1574.0,0.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
4.0,5.0,22169.0,1.577018476E12,569.0,0.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
111.0,5.0,22025.0,1.577018476E12,425.0,0.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
120.0,4.0,21112.0,1.577018476E12,8512.0,488.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
202.0,4.0,20798.0,1.577018476E12,8198.0,802.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
63.0,4.0,20083.0,1.577018476E12,7483.0,1517.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
105.0,4.0,19918.0,1.581205257E12,7318.0,1682.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
5.0,4.0,19491.0,1.577018476E12,6891.0,2109.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
7.0,4.0,19151.0,1.577018476E12,6551.0,2449.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
8.0,4.0,19038.0,1.582574294E12,6438.0,2562.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
21.0,4.0,18801.0,1.584961506E12,6201.0,2799.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
86.0,4.0,18673.0,1.577018476E12,6073.0,2927.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
41.0,4.0,18561.0,1.577018476E12,5961.0,3039.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
25.0,4.0,18510.0,1.577018476E12,5910.0,3090.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
121.0,4.0,18110.0,1.579732053E12,5510.0,3490.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
61.0,4.0,17943.0,1.577018476E12,5343.0,3657.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
498.0,4.0,17556.0,1.577018476E12,4956.0,4044.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
59.0,4.0,16016.0,1.585027031E12,3416.0,5584.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
104.0,4.0,15725.0,1.578696315E12,3125.0,5875.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
35.0,4.0,15127.0,1.582651687E12,2527.0,6473.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
13.0,4.0,14726.0,1.58503063E12,2126.0,6874.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
429.0,4.0,14707.0,1.584149473E12,2107.0,6893.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
103.0,4.0,14140.0,1.581100266E12,1540.0,7460.0,true,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
51.0,4.0,13927.0,1.578111594E12,1327.0,7673.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
17.0,4.0,13876.0,1.584897276E12,1276.0,7724.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
11.0,4.0,13859.0,1.577018476E12,1259.0,7741.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
53.0,4.0,13765.0,1.577018476E12,1165.0,7835.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
3.0,4.0,13538.0,1.577018476E12,938.0,8062.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
268.0,4.0,12931.0,1.577018477E12,331.0,8669.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
72.0,4.0,12835.0,1.577723661E12,235.0,8765.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
201.0,4.0,12702.0,1.577018477E12,102.0,8898.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
82.0,4.0,12628.0,1.585134014E12,28.0,8972.0,true,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
36.0,3.0,12596.0,1.577018477E12,6596.0,4.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
68.0,3.0,12543.0,1.577018477E12,6543.0,57.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
55.0,3.0,12387.0,1.577018477E12,6387.0,213.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
222.0,3.0,11770.0,1.577018477E12,5770.0,830.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
43.0,3.0,11465.0,1.577018477E12,5465.0,1135.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
161.0,3.0,11170.0,1.584895915E12,5170.0,1430.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
40.0,3.0,11072.0,1.577018477E12,5072.0,1528.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
421.0,3.0,10647.0,1.577018477E12,4647.0,1953.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
154.0,3.0,10630.0,1.577018477E12,4630.0,1970.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
15.0,3.0,10263.0,1.577018477E12,4263.0,2337.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
350.0,3.0,10140.0,1.584565618E12,4140.0,2460.0,false,0.0,"Kax45o-rr_ugdklDQewqxBkrmpPD79i7fRqu_0iErhLwrBk8"
