matchID,participantID,accountID,originalRegion
4376606830,1,ApEuzM56OmwfDR2Hzy_emmzyts1GsOsIMNRR8FXvg7dvH4U,EUW1
4376606830,2,Z9yOZhFjixSD2JbM0NLuhju1cvkDhketyU1t2UTpjxU,EUW1
4376606830,3,TPICNahJMsdox3pYQ3k8yeP9gTGEVZA1CMOx7Jl2dZx_iQ,EUW1
4376606830,4,9NXJkh4CXvZtX1JBBsOlEpqxJAQc8LOoFSR3AdFfVtUd5wuJZ0IdiUQK,EUW1
4376606830,5,b6enr5zHDMlWWpApNosaptrrvFqdNXJjsL1UBYYgleIU7R4,EUW1
4376606830,6,q65mesY7YO61O_aDLMn2Zx1A5yqzIrIAvYe2x4bYHrf-kOc,TR1
4376606830,7,ekAt-svj6JYt07i789_lYG8Qy3VfaNPDV9ZvtQnjkWmmrlc,TR1
4376606830,8,rVX4WFPNCRBj5-HUtt-tBq5FtpB4NnQxyejKjqng0MHeldo,EUW1
4376606830,9,neeOu-kBn7D2ak3ZyLCWJjz4PCBMMbXxTCj661wFQY6VDQ,EUW1
4376606830,10,31Z4YjxdjP9BZaR9mqjey8NsjB3xq-k29_f-Mp_LZYiZ22w,EUW1
4376491462,1,8CWnqUUnKHvhrtWpDPWzuJ-ZyvmA7mwrwTwJPz6eyzXerw,EUN1
4376491462,2,rVX4WFPNCRBj5-HUtt-tBq5FtpB4NnQxyejKjqng0MHeldo,EUW1
4376491462,3,q65mesY7YO61O_aDLMn2Zx1A5yqzIrIAvYe2x4bYHrf-kOc,TR1
4376491462,4,ekAt-svj6JYt07i789_lYG8Qy3VfaNPDV9ZvtQnjkWmmrlc,TR1
4376491462,5,o14bT5UnlAi52ctrbcIsfngnbavQPcrHWXYHXghtZyncxJY,EUN1
4376491462,6,LdkTrPv6ZrnNHJTVXIohr5ja9QHqiErYr0wd4mko1Rvj6A,EUW1
4376491462,7,bYIHwKiAUhPjqbWpNLTpQuXpdTBGKFp6VfCukxC2wf3ePyQ,EUW1
4376491462,8,KOVPJx4vqLoR6_4Ogl7ar-Vnplv1ODqfhJh3TjHqCqpDbfM,EUW1
4376491462,9,sAdWeQbgmmmhOi1A1TkOlLUsLrkh53NmnbiHQbI61AF-LMQ,EUW1
4376491462,10,UTFlV_Hpnsrtee1GtAwLKiZ4QffJR62iAxIX1os0R58P9ww,TR1
4376444416,1,1OAtSyiRHKfvrJHdmCD_H384Oezy8H-AFtpBjPstbI24Xw,EUW1
4376444416,2,O3Kkj0iZeoZd0HvdCNX1d_rxmzV7v-z8mw_TyW5fbiKKtZg,EUN1
4376444416,3,aLf33nMjfAhowk7qBSNQFcY1tk9nk2DvH7dpL8w92ITHFVy7mZRrzxxN,EUW1
4376444416,4,MX2fanJmY5RW5Tz24oqz3R6CL85nc-n6UD5g6d3vn5FvDA,EUW1
4376444416,5,58MiUoiewcDvB1Ycni_lc6ZU3udUXPO9aGKQBbLuO5Iv6Q,EUW1
4376444416,6,u04xv2HqB3T07dZQiCPf9l5a7j-kst2VrpLt890g9Tjm_g,EUW1
4376444416,7,JGLNizQ26TG4B6_cr61hrFll8h0Ae2W8cA4zgGYcFCJFAg,EUW1
4376444416,8,7Pky_gQlgdT7fuTbEyrx4BOBI6jhOKyRnWwavF7Lc4_NfA,EUW1
4376444416,9,q65mesY7YO61O_aDLMn2Zx1A5yqzIrIAvYe2x4bYHrf-kOc,TR1
4376444416,10,ekAt-svj6JYt07i789_lYG8Qy3VfaNPDV9ZvtQnjkWmmrlc,TR1
4376388518,1,zEyXqSnMF_nwqI_MDtFpfk74X4Z94TwZ2X6DGrSW7LRnTrI,EUW1
4376388518,2,0BsYWZhTsENkd2V-QEqWG0xOif8fJ_SZsqaLBzPGfimnjQ,EUN1
4376388518,3,ulNU4JS77EaUnEbMHzx1wmfeGWxEL_3gHt2lARi7AKFeGw,EUW1
4376388518,4,S3PoP629PGAldi6Cox5yVHfWwMXQFClHmnbLoa0Z711Kog,EUW1
4376388518,5,JGLNizQ26TG4B6_cr61hrFll8h0Ae2W8cA4zgGYcFCJFAg,EUW1
4376388518,6,q65mesY7YO61O_aDLMn2Zx1A5yqzIrIAvYe2x4bYHrf-kOc,TR1
4376388518,7,ekAt-svj6JYt07i789_lYG8Qy3VfaNPDV9ZvtQnjkWmmrlc,TR1
4376388518,8,2909M-Jz5RsHqBNLP1Jppqg-KrNY87wFDB1f8SqeL8M7qKEy_iPVKoKB,EUW1
4376388518,9,O3Kkj0iZeoZd0HvdCNX1d_rxmzV7v-z8mw_TyW5fbiKKtZg,EUN1
4376388518,10,aLf33nMjfAhowk7qBSNQFcY1tk9nk2DvH7dpL8w92ITHFVy7mZRrzxxN,EUW1
4376323348,1,q65mesY7YO61O_aDLMn2Zx1A5yqzIrIAvYe2x4bYHrf-kOc,TR1
4376323348,2,ekAt-svj6JYt07i789_lYG8Qy3VfaNPDV9ZvtQnjkWmmrlc,TR1
4376323348,3,atCOmECZpp2eYmY4izWvsvGV-8P3A2CGRVgb1GfYJrHMg9A,TR1
4376323348,4,NkrrBAaWRrO1vqlnSgo58Sx8qM379337WbRrHf9eErG529Y,EUW1
4376323348,5,lY9NJG0_3Vg-WoX-IN-CRf66na9ntAytg4S-jOWmeoFca9TwVlmqrA8a,EUW1
4376323348,6,W3VTt2oWKcz0V7CH5XdEobtzSzBhtIzrHeOqsmp1-QCPqbRlRdp0VvNI,EUW1
4376323348,7,HU0XK9x-6g0PGddleALQLtkaMe6qkVmw_yanCEIxQnNE3A,EUW1
4376323348,8,Oazh8cB1ONhxTNVd14ILNg0UjH3QOG0AvGYOCbHfva1gxw,EUW1
4376323348,9,LfJVpWOZhOKl6Dk319IzrOYAcOLw84GsIu8KTk3wB3sYGg,EUW1
4376323348,10,51xKgnYIEk28FidB_GxjemR-hkSG03Fwg6ce1gxsDDcVQQ,EUW1
4376304779,1,Fz3Ht-9PrkXILYjnfGOs58kGAcbMDru35Odq9ssFvQgC6g,EUW1
4376304779,2,Y85mGOgR0KZYGFjDb9gWrRIV3P2YoqfIBABVI0TQ4hf1gA,EUW1
4376304779,3,flITv7HqnD6L0lmV__xf4FMTrISF4J0u5HShZyv_45V-Qg,EUW1
4376304779,4,V5h8wNV-JnUJfUBymx_cd-w3L0j-ffE1ld2NrPWWec-7Tqp3wpejLNOW,EUW1
4376304779,5,XOLeARTaiaAOSxKky25XoyLPbjeis9FbYlsFjotWiKjtxc8,EUW1
4376304779,6,dlV3U7SE052DAzy6rsiJNmgLDFD3XsZwVGHp-crvKiw2PH0uZ488Peys,EUW1
4376304779,7,1cdWIn7_lY9IRdfD3TWgAKmggRTS8e_vFTRY6Db36QNdffKU-N71jRaS,EUW1
4376304779,8,q65mesY7YO61O_aDLMn2Zx1A5yqzIrIAvYe2x4bYHrf-kOc,TR1
4376304779,9,ekAt-svj6JYt07i789_lYG8Qy3VfaNPDV9ZvtQnjkWmmrlc,TR1
4376304779,10,qTpAOjAaJnrVQnHMgKBtG7zACt3s4pre1rgBYPXkDeMVb-W4m7eU8UX2,TR1
4376251910,1,Ky7KoR-P47aK-REduFopCoKD2XMJiggy7Z1h4P-x9-avy7EJI5QGQthg,EUW1
4376251910,2,Zoryy1qZTGA3FsodWuG012VFtkqxTHZA864AQCZjde9rgw,EUW1
4376251910,3,275eaLnkUSo66AgSUyQpnHgPs0b6PCXrJLeEaKN3FHGz4g,EUW1
4376251910,4,TBgH2mVOynXCStsUl8A6jf7ga-QBM08Vg6TaOEnihtwVbQ,EUW1
4376251910,5,3h39evFxTQb3E5QTD13CVCnId9ferDEGIhE0bm2sL-Vv7ts,TR1
4376251910,6,4igHM4k1avPRNRHOhyV3pvkRZCOnvIpFti2CNz_HDtS3pVE,EUW1
4376251910,7,EvpsqSF7Occz-gKNcjoM0yNkJ-YV-dIyh6tAod17ezQ,EUW1
4376251910,8,q65mesY7YO61O_aDLMn2Zx1A5yqzIrIAvYe2x4bYHrf-kOc,TR1
4376251910,9,ekAt-svj6JYt07i789_lYG8Qy3VfaNPDV9ZvtQnjkWmmrlc,TR1
4376251910,10,kfvpsAv2JK8SpLIiDpKs7vyaud4qMPa2kS_PMOJeyQtmQpo,NA1
4376189135,1,cywVPefaFJwvZbkfAjGsYAj1V6TJVxH8BTC4f_p-9LDlTw,EUW1
4376189135,2,XOLeARTaiaAOSxKky25XoyLPbjeis9FbYlsFjotWiKjtxc8,EUW1
4376189135,3,O30Cntqc65uY9E12bjHBeXJ-_dt9Hqeo6fr7PfGuZG37rQ,EUW1
4376189135,4,q65mesY7YO61O_aDLMn2Zx1A5yqzIrIAvYe2x4bYHrf-kOc,TR1
4376189135,5,ekAt-svj6JYt07i789_lYG8Qy3VfaNPDV9ZvtQnjkWmmrlc,TR1
4376189135,6,IxTihcONoX6vtdt42uRQAJXY3aya7hsg61CiueMBgXWnng,EUW1
4376189135,7,i_NTZb-R9dfMJ5flHdJydc5o-x17VyRuc62_VJHqDEo5PBg,TR1
4376189135,8,CXmEqd9gkudsaW8TmdI8cyhOuU4JPlpxbfjINunp62lO_Q,EUW1
4376189135,9,-1Nl8SDToAoB_iBsUrPLPTIEzU2Ae3OyyYOJNVx8RqvdZ_U,EUN1
4376189135,10,u1VyqvgLkJ0zpsplodvY-vk8sS5qky7d6FXXxPTWvA60BlWeQgvb-iw6,TR1
4375659769,1,j--2-XQrjgEkw15SghHgEHy8c0-5YTdmvleWD-LwBq0gJXbEUBPEHacv,EUW1
4375659769,2,NaMRxSWqXoKvrQKd3Kci0BBmRMB1H7ZsmFSbQW4Ky6QYmw,EUW1
4375659769,3,ekAt-svj6JYt07i789_lYG8Qy3VfaNPDV9ZvtQnjkWmmrlc,TR1
4375659769,4,Sb8D_cC6iFpBJSmagRMOyjnsPe06gGOVa8fYuZb0vAGxrCY,EUW1
4375659769,5,Vdkn1_XqMEhI4_XggJsT-dUJbhkCEI87aPwaKUxND09Hgw,EUW1
4375659769,6,jVkz7rsJtyt8n6y6dslA5HPI_Q5EFODCs_u92GqulgK2EA,EUW1
4375659769,7,kdv7qZ2LtPiJEIIoBx4Wmbjzjyqo-U3hubMT7yveEDlWaw,EUN1
4375659769,8,HlIX4A-fBylKqkSx3RdoRhQsuBuA5B8MZFdpHBQ9km0tJg,EUN1
4375659769,9,0X7-tIqb9X-erZkt8sou_3xYXGCPzZ4x3nLb8t6aNrEA3AY,EUW1
4375659769,10,knCeSBQZFnfMQN8pJV_FEFuX7CvdhGxPQDmS8DAKP4QakWM,euw1
4375670796,1,LbSoDcEaeFtdAUSUDRNz0kBF7QagBu22ASkkX7Ho5iFjnUc,EUW1
4375670796,2,d38k3ERQ2ESJ6hJL7pDRVpo0HQFJ-SeUmO77S-AKcLEOLQ,EUW1
4375670796,3,JtmBiJ903f5932XiUWUoUut1Ld-psvwXDWTNoHRNZh8BAg,EUW1
4375670796,4,NaMRxSWqXoKvrQKd3Kci0BBmRMB1H7ZsmFSbQW4Ky6QYmw,EUW1
4375670796,5,ekAt-svj6JYt07i789_lYG8Qy3VfaNPDV9ZvtQnjkWmmrlc,TR1
4375670796,6,Pv0xPlJeUqb48uwTs8kEbDmz7L6Evpnmk6sjz9IizaWDIw,EUN1
4375670796,7,Kj1WSUS6Wm8xWRA4vtPsXhByOE5Q3N6p7W75I9RtzG1DtE7kIlIP-AKS,TR1
4375670796,8,WufvIj81XEgubseTOhMXlf6KjRJsan3pkgRJDVGU6D7hnQ,EUW1
4375670796,9,BnbY6pQJJE0L8beCkHWbJxsoYimM3T2a-0M4L_f7K7wnUQ,EUW1
4375670796,10,-5JHJc8hSx5jztFXFInSxt6BTneTkX1GloIcyeQLoM4mIg,EUW1
4375506373,1,wAOityBx5m6oSgq4UU_SR3BNVzH8ixkYuA5eVpeKLMioDEJaPuEVbyJw,EUW1
4375506373,2,8nauSXUAEc2CnzU2i9P4wFb3MtReicowORGkJBkfsJAKMQ,EUW1
4375506373,3,zZ26hz9bbXoHG8jiJnAWPXOjs4V9b3hsVzEqrAhrAug4uQ,EUW1
4375506373,4,NaMRxSWqXoKvrQKd3Kci0BBmRMB1H7ZsmFSbQW4Ky6QYmw,EUW1
4375506373,5,ekAt-svj6JYt07i789_lYG8Qy3VfaNPDV9ZvtQnjkWmmrlc,TR1
4375506373,6,_2_gdPBTMsyTk2TVPjZwnTwt_C5nd45YFkLuF7YAKZBGv44,EUW1
4375506373,7,8Aqa_Cfs5lGGPr3NntrYC8ekvVibgTOxkYfC4kG1pM52OA,EUW1
4375506373,8,Pv0xPlJeUqb48uwTs8kEbDmz7L6Evpnmk6sjz9IizaWDIw,EUN1
4375506373,9,Kj1WSUS6Wm8xWRA4vtPsXhByOE5Q3N6p7W75I9RtzG1DtE7kIlIP-AKS,TR1
4375506373,10,RSxEOpDYPHCxPHlJOjt_h_WhZQPKtag5mOQnPjHqs7TIGZM,EUW1
4375479269,1,s4ND3EVSbgTlMT5Ac4imz0DayqefP8rMVA1bhT_o52bAHQ,EUW1
4375479269,2,FNGEq-wG3XnIfsTpqOZo1dQemfe5NorDT3Vm_RBOJJnA_A,EUW1
4375479269,3,l9LUpu4LcMem-swi5Zab2p8u2KbxFAfg8Fs95lbf6Whd2lY,EUW1
4375479269,4,TZdOl9pe-zreQxuBy_xAZY2fwLWaaVv7sml6VIFXQ4hL8r9pplPZVfQX,EUW1
4375479269,5,wAOityBx5m6oSgq4UU_SR3BNVzH8ixkYuA5eVpeKLMioDEJaPuEVbyJw,EUW1
4375479269,6,NaMRxSWqXoKvrQKd3Kci0BBmRMB1H7ZsmFSbQW4Ky6QYmw,EUW1
4375479269,7,ekAt-svj6JYt07i789_lYG8Qy3VfaNPDV9ZvtQnjkWmmrlc,TR1
4375479269,8,i_NTZb-R9dfMJ5flHdJydc5o-x17VyRuc62_VJHqDEo5PBg,TR1
4375479269,9,9NXJkh4CXvZtX1JBBsOlEpqxJAQc8LOoFSR3AdFfVtUd5wuJZ0IdiUQK,EUW1
4375479269,10,_a_UWk85BJUzfD_bq4Wwq7SkS_wmByyCYZsXI3lhMdgWLIg,EUN1
4375430899,1,Ov0ONfX3hETuDOWHDZ3USliRHpzgjWhDwuLJRPjHKleRsf2CFo6fOJen,EUW1
4375430899,2,7YNpzd6CYigKjtF91f_YcsacS8hcE23-S1U8MsKsfHPOeQ,EUW1
4375430899,3,gGGNTC_ebNhVn9jU1tyLb2ZMloAR9x8MCxEV4HeBvEPSMA,EUW1
4375430899,4,wAOityBx5m6oSgq4UU_SR3BNVzH8ixkYuA5eVpeKLMioDEJaPuEVbyJw,EUW1
4375430899,5,vlT8xz1dhK1Y11YHHMVpDWnFo6lYVViWLNqG7D1g80ie0Bc,EUW1
4375430899,6,gRPUSBi_7z7ULxpCd60PyzV8cYAN7naeuVSbRa30fWxTOQJlp38Lx_Hl,EUW1
4375430899,7,NaMRxSWqXoKvrQKd3Kci0BBmRMB1H7ZsmFSbQW4Ky6QYmw,EUW1
4375430899,8,ekAt-svj6JYt07i789_lYG8Qy3VfaNPDV9ZvtQnjkWmmrlc,TR1
4375430899,9,sBRyfvFLpIvEr__vGLMAs8eLLRr72xl8xuyuO9Ioo-2EeR0,EUW1
4375430899,10,oUUkTsIJVjzWN_7-iklZ7UsbfxJ8Y6kMLxGVwHstVw1zW4o,EUW1
4375371226,1,wAOityBx5m6oSgq4UU_SR3BNVzH8ixkYuA5eVpeKLMioDEJaPuEVbyJw,EUW1
4375371226,2,BxnqhAeYGj0-8qkTjx4Gx7LEUAr_Y2qKV1ikq6ZH8O1GqIE,EUW1
4375371226,3,oZKWq3dWlv8z84mRfC5IAUI1T9Xdy9ybGlAqDoFqHe7EyQ,EUW1
4375371226,4,i_NTZb-R9dfMJ5flHdJydc5o-x17VyRuc62_VJHqDEo5PBg,TR1
4375371226,5,9NXJkh4CXvZtX1JBBsOlEpqxJAQc8LOoFSR3AdFfVtUd5wuJZ0IdiUQK,EUW1
4375371226,6,Mi1FFtTOI32gRyVsnvdNdsSpLWgfVkP5KGbYbe3wYzzz_g,EUW1
4375371226,7,AFmNpfirrLo-d8ouC96UwM7jG2oL_qjRe0y1HT-HBnlZ_A,EUW1
4375371226,8,UIEO9-rlva-oC4OdM_fosQIKNW_4MTxdYjOynBaXIDlfm9g,EUW1
4375371226,9,NaMRxSWqXoKvrQKd3Kci0BBmRMB1H7ZsmFSbQW4Ky6QYmw,EUW1
4375371226,10,ekAt-svj6JYt07i789_lYG8Qy3VfaNPDV9ZvtQnjkWmmrlc,TR1
4375272136,1,Ib9ZCkk_okqUlAx-P4czUADIiqcWIBKWx_ARRblrqOs,TR1
4375272136,2,rUD3rYLl71fnY_DzenAGaulC1h1V6zCrgmcXqjJFuKvPxz8,EUW1
4375272136,3,NaMRxSWqXoKvrQKd3Kci0BBmRMB1H7ZsmFSbQW4Ky6QYmw,EUW1
4375272136,4,ekAt-svj6JYt07i789_lYG8Qy3VfaNPDV9ZvtQnjkWmmrlc,TR1
4375272136,5,5s5HJIVKykYCpBUI1TGBh4grUOaZYT_0JM4bgqHQY5rJY_-8Gp82s5WY,EUW1
4375272136,6,dRnCYnr9y1yz4CBSHLVR-d0aETAo24XR6WFr3T3eC8pV1w,EUN1
4375272136,7,PwU1EVXwnnHvUaDlW7ic1w5mezixS7fYatIqGR4XNBCTi3-3F3h8wweg,EUW1
4375272136,8,tm0gIOYnKnGpL9Ce4OsqhKsR2qkewyhvHKkMyNg4Z9dZdg,EUW1
4375272136,9,6y4pcH0Wlei3ITC4ZDFy8HtdznbcMpCzHVTYQfhb-mAV9Yva5GM7GAcb,EUW1
4375272136,10,6GNojB_850C3GOkjHQaqpdjdJAaaJnP69ARnOrnzH-geHA,EUW1
4375207217,1,2YEgaE4wZrMLdUt7Ody51yfnn58zPRheE3IopIO3Lj1sX9E,EUW1
4375207217,2,Vlbncn3V2acxl8JzeXi5G0MX6oUnS1USFSp821q9CgC2h5Y,EUW1
4375207217,3,59XL_yPrQFgxSYa0YvlDeIQdomvgLH6iZ6z22ASCvcZ0cg,EUW1
4375207217,4,dgwupIxSgtHsQ0PeX_52ewYnY9jp--7oT4GWsYKNbXoi4A,EUW1
4375207217,5,6y4pcH0Wlei3ITC4ZDFy8HtdznbcMpCzHVTYQfhb-mAV9Yva5GM7GAcb,EUW1
4375207217,6,pqSnpQ8ABeVAlah8yjUPcl3w7Ckm735ufjgsQH6FqovgmA,EUW1
4375207217,7,vtuktQtIKf9I5QWTtad648MdwTdnkwCjMzDXHeECkV0MyVojxLTG8XFZ,EUW1
4375207217,8,NaMRxSWqXoKvrQKd3Kci0BBmRMB1H7ZsmFSbQW4Ky6QYmw,EUW1
4375207217,9,ekAt-svj6JYt07i789_lYG8Qy3VfaNPDV9ZvtQnjkWmmrlc,TR1
4375207217,10,E5xI66ISkVEF9J3gcOET5j4P1YKxzTh5GflEfw2nAnp_Kg,EUW1
4375088540,1,kq3owPZBXpNd0JMFocpK3FVOUdJj1SjascpgUjLBYZjSJQ,EUN1
4375088540,2,Rqq8vfLM8M1b94R7em8z57hVwmqBmXP9OZ5gLnCH5R7TP91SvMY7IYnL,EUW1
4375088540,3,cQDuta4-bAe33eU-1jDbhafx1HRUNUvmLLcojsU1hgIse7s,EUW1
4375088540,4,NaMRxSWqXoKvrQKd3Kci0BBmRMB1H7ZsmFSbQW4Ky6QYmw,EUW1
4375088540,5,ekAt-svj6JYt07i789_lYG8Qy3VfaNPDV9ZvtQnjkWmmrlc,TR1
4375088540,6,mEPALSaiJRE4JUXYMso36WZjQrX0etm--MK4Y84Kcg6aOMU,EUW1
4375088540,7,XQ85U-QsjSqAFPtEzCfAkR0f9v9NidQepAgn607KGFQQhw,EUW1
4375088540,8,XsDldmRet8QNmLmhfMh29S4Jinyt5Z0BDVC8U21Omzbbsw,EUW1
