matchID,accountID,participantID,championId,teamId,spell1,spell2,firstBlood,firstInhib,firstTower,goldEarned,creepKills,kills,deaths,assists,item0,item1,item2,item3,item4,item5,item6,visionScore
4386424472,Gf57E5YG3ybiVUMYW8LbwUTb4tJWViHYNVOqMOVqJOj2xw,1,157,100,4,14,true,true,false,15111,184,13,8,3,3072,3026,3006,3046,3031,1036,3340,18
4386424472,TtIByl6Ohj4tX6UUNAPj4X5IY-iAtmT-sqThn8ClBUM0LKg,2,89,100,4,14,false,false,false,6801,29,0,9,11,3860,3193,2055,3117,3024,1028,3364,67
4386424472,8yhV-l9aH9Yyfq7a5Y089tNRXCZ_qCBGBRLBz6V8znVcgA,3,498,100,4,7,false,false,false,10927,231,2,7,4,3006,3508,3094,1038,1055,1037,3363,22
4386424472,fQyH-e6Dd1HPrOamIUI2b7drLs5xRLagFVVO341gCL0usFI,4,421,100,11,4,false,false,false,8646,12,3,6,7,3071,1011,0,1400,3111,0,3364,33
4386424472,pT7Olh0k39weKqIp7RGR8SkVCkd5OkrUOpRuZnfIa7v7gJE,5,41,100,12,4,false,false,false,13711,236,4,5,4,3508,3078,1018,3158,3031,1018,3340,25
4386424472,2hjQ-vxiyqLBhi1APykaQ7oIw9mA8jjbova4uJADUWxm2w,6,54,200,12,4,false,false,false,11200,168,3,4,12,3047,3143,3025,3751,3076,1031,3340,20
4386424472,cQDuta4-bAe33eU-1jDbhafx1HRUNUvmLLcojsU1hgIse7s,7,60,200,11,4,false,false,true,10879,46,5,5,12,3020,2421,3165,1402,3191,3108,3364,46
4386424472,NHMdrKV6MNP5OwP-tydqxoL0JaTgNgVtUCWSwx83NLW0SiM,8,523,200,1,4,false,false,false,17182,224,18,3,7,3047,3031,2420,3508,3085,3046,3363,25
4386424472,51BeGBGztB2kquqD5ZYjWYJK9_uPy0fVKFFR3sduioBq1A,9,111,200,4,14,false,false,false,8398,28,1,2,25,3050,3860,3109,3117,2055,1029,3364,68
4386424472,LQU8VSVvJWg3vfCkQMthFlgvdRnZ39BO6J91Hz8Er-WB7w,10,134,200,4,14,false,false,false,12775,201,8,8,8,3020,2033,3285,3157,1082,3089,3340,24
4384008716,h-iv86_jHundwxhq456W-bPhAwDnMlaUzCjuNH1_anHlnw,1,26,100,12,4,false,false,false,7303,127,1,7,6,3030,2423,3113,1056,3108,3111,3363,28
4384008716,JVOSVpygd3DXuT4YQjXkShtSR7KwyC2aWAT9csWUhZc79Q,2,235,100,4,1,false,false,false,8261,50,3,8,7,3864,3114,2055,3179,3009,3174,3364,74
4384008716,d9_d-5l1DTQJU4IfG036VrbxQwHjDNj9V91D2LzxhZsvYreLg6H05S9c,3,126,100,4,1,false,false,false,10868,229,3,3,3,2033,3042,3111,3134,3071,0,3363,23
4384008716,yTAng18PZi8TJOL5RAiz8L2Mtvpcb3clTNpte2Zwzbo6fQ,4,69,100,4,12,false,false,false,9641,200,3,3,4,2055,3151,3116,0,0,3040,3363,11
4384008716,Gq-omYbkV5uX2rPbX_z8pXqyulw4hsrzE1CLSDRLAJsBtQ,5,2,100,4,11,false,false,false,7778,43,0,5,5,2055,2031,3047,0,1412,3071,3364,29
4384008716,NaMRxSWqXoKvrQKd3Kci0BBmRMB1H7ZsmFSbQW4Ky6QYmw,6,523,200,7,4,false,true,true,12859,224,4,3,3,1055,2420,3006,3086,3031,3508,3363,13
4384008716,TtIByl6Ohj4tX6UUNAPj4X5IY-iAtmT-sqThn8ClBUM0LKg,7,412,200,4,14,false,false,false,8333,31,0,1,12,3857,3109,3107,2055,3117,3028,3364,50
4384008716,igpvhKCW4TeutJKNRswINHJuckVictCpVZZgN-mjekUHVeNJW2zGYLnl,8,142,200,4,14,false,false,false,14186,208,11,0,5,3907,3165,3285,3020,1082,1052,3363,18
4384008716,wmHjCE6xdf7fKZrZEQjAB_ywV7UnqG5VXJ9y17u8fQQi36w,9,875,200,12,4,false,false,false,10391,180,3,3,5,1054,3194,3111,3071,3076,1028,3340,25
4384008716,7sOeOu7m5xVtvQqXToOZ6UyNwXaq_U7NCkFdadk_y8sHEA,10,5,200,4,11,true,false,false,12685,34,8,3,7,1412,3078,2031,3053,3117,2055,3364,63
4380867816,3csbcIOK7kuiq4ruxfLAEZ50uxHe6S8_uFzB80x09AXy6g,1,21,100,4,7,false,false,false,14272,167,11,7,7,3094,3031,3508,3009,2055,3046,3363,35
4380867816,JexgbPOBNiNYPHwiXRc5DEj9yAjYN_wxJ7c1SIgcj8xPPohthWjGdPeu,2,89,100,4,14,false,false,false,7779,48,2,6,18,3860,3050,1028,3109,2055,3117,3364,74
4380867816,NN4PknuXIzFBdtk8PYsdhfIvtcMOvE8y_3UJ7ZMXuxS6lILXynh8ontu,3,157,100,4,14,false,false,false,9837,166,5,10,7,1055,3006,1055,3046,3031,3052,3340,11
4380867816,SjbOmMVa_2PNNYWTZLQGtPqi3shh0WZneNP7uqwZe6GqaNeD_OfIq0yb,4,32,100,11,4,false,false,false,7617,23,1,8,13,3047,2031,1401,3110,1057,0,3340,14
4380867816,bQM37LVnL59u8t_g1adfJ3Qkceq7EAzBgfpRMnPJo6oGggc,5,68,100,12,4,false,false,false,10608,157,10,5,6,1058,3157,1052,3151,1058,1001,3340,20
4380867816,81dKjCkQ3bm-_BLE8YITjWwp4ww1vtKTkm11ek6A9vQFOw,6,64,200,4,11,false,false,false,11627,23,8,7,12,3026,0,2055,3047,1400,3071,3340,31
4380867816,65mmLRETbDrWPeTyXiCM5-9G4L4FHEW2okyQYSd1HoXt3A,7,131,200,4,12,false,true,true,13159,217,3,8,6,3089,3157,1082,3020,3115,1052,3340,18
4380867816,cs07w-yEuLy1cIR9n1G-qlRk763Q6t17ONoA2R7X0YOtow,8,246,200,14,4,false,false,false,16600,207,20,4,6,3147,3134,3036,3179,3814,3117,3364,50
4380867816,Tqai4wjmxrEqmolfweKC-Xo4JhSqerv3UKMjNRUn87ITJg,9,43,200,12,4,false,false,false,9542,168,2,5,14,3285,3020,1058,1082,1056,3916,3340,21
